PLOT	STAND	VWC.PLOT.MEAN	TEMP.PLOT.MEAN	VWC.LOGGER	TEMP.LOGGER	DATE.TIME.PLOT	DATE.TIME.LOGGER	JULIAN
Plot_17	Stand_7	5.333333333333333	16.75	0.1143	17.796	2019-08-04T10:49:00Z	2019-08-04T10:44:44Z	216
Plot_18	Stand_7	5.933333333333333	16.933333333333334	0.1143	17.796	2019-08-04T10:55:00Z	2019-08-04T10:44:44Z	216
Plot_19	Stand_9	7.5	18.366666666666667	0.1396	19.318	2019-08-04T18:37:00Z	2019-08-04T18:28:44Z	216
Plot_20	Stand_9	6.516666666666667	18.75	0.1396	19.318	2019-08-04T18:40:00Z	2019-08-04T18:28:44Z	216
Plot_21	Stand_9	7.083333333333333	18.666666666666668	0.1396	19.318	2019-08-04T18:43:00Z	2019-08-04T18:28:44Z	216
Plot_22	Stand_9	6.916666666666666	18.516666666666666	0.1396	19.318	2019-08-04T18:46:00Z	2019-08-04T18:28:44Z	216
Plot_23	Stand_9	5.266666666666667	18.71666666666667	0.1396	19.318	2019-08-04T18:49:00Z	2019-08-04T18:28:44Z	216
Plot_24	Stand_9	4.433333333333333	19.366666666666667	0.1396	19.318	2019-08-04T18:52:00Z	2019-08-04T18:28:44Z	216
Plot_67	Stand_100	9.85	16.35	0.2012	17.177	2019-08-09T13:48:00Z	2019-08-09T13:30:03Z	221
Plot_68	Stand_100	10.6	16.583333333333332	0.2012	17.177	2019-08-09T13:44:00Z	2019-08-09T13:30:03Z	221
Plot_69	Stand_100	11.816666666666666	16.3	0.2012	17.177	2019-08-09T13:40:00Z	2019-08-09T13:30:03Z	221
Plot_70	Stand_100	13.533333333333333	16.45	0.2035	17.32	2019-08-09T14:02:00Z	2019-08-09T14:30:03Z	221
Plot_71	Stand_100	11.816666666666666	16.55	0.2012	17.177	2019-08-09T13:57:00Z	2019-08-09T13:30:03Z	221
Plot_72	Stand_100	12.316666666666666	16.53333333333333	0.2012	17.177	2019-08-09T13:52:00Z	2019-08-09T13:30:03Z	221
Plot_86	Stand_100	11.916666666666666	16.733333333333334	0.2012	17.177	2019-08-09T13:36:00Z	2019-08-09T13:30:03Z	221
Plot_25	Stand_20	13.216666666666667	17.166666666666668	0.2344	18.366	2019-08-10T13:02:00Z	2019-08-10T13:23:34Z	222
Plot_26	Stand_20	12.066666666666666	17.583333333333332	0.2344	18.366	2019-08-10T13:04:00Z	2019-08-10T13:23:34Z	222
Plot_27	Stand_20	10.916666666666666	18.066666666666666	0.2344	18.366	2019-08-10T13:08:00Z	2019-08-10T13:23:34Z	222
Plot_28	Stand_20	13.55	17.71666666666667	0.2344	18.366	2019-08-10T13:11:00Z	2019-08-10T13:23:34Z	222
Plot_29	Stand_20	7.733333333333333	17.683333333333334	0.2344	18.366	2019-08-10T13:16:00Z	2019-08-10T13:23:34Z	222
Plot_30	Stand_20	8.133333333333333	17.65	0.2344	18.366	2019-08-10T12:58:00Z	2019-08-10T13:23:34Z	222
Plot_79	Stand_20	16.9	17.816666666666666	0.2344	18.366	2019-08-10T12:54:00Z	2019-08-10T13:23:34Z	222
Plot_31	Stand_22	12.883333333333333	16.166666666666668	0.2468	15.963	2019-08-09T09:55:00Z	2019-08-09T09:41:56Z	221
Plot_32	Stand_22	20.816666666666666	15.833333333333334	0.2468	15.963	2019-08-09T09:59:00Z	2019-08-09T09:41:56Z	221
Plot_33	Stand_22	17.783333333333335	15.933333333333334	0.2468	15.963	2019-08-09T10:05:00Z	2019-08-09T09:41:56Z	221
Plot_34	Stand_22	14.683333333333334	15.583333333333334	0.2468	15.963	2019-08-09T10:09:00Z	2019-08-09T09:41:56Z	221
Plot_35	Stand_22	17.8	15.7	0.2475	16.558	2019-08-09T10:14:00Z	2019-08-09T10:41:56Z	221
Plot_36	Stand_22	18.05	15.983333333333334	0.2475	16.558	2019-08-09T10:18:00Z	2019-08-09T10:41:56Z	221
Plot_80	Stand_22	14	15.766666666666666	0.2468	15.963	2019-08-09T09:50:00Z	2019-08-09T09:41:56Z	221
Plot_37	Stand_24	14.183333333333334	15.933333333333334	0.2881	16.892	2019-08-10T14:56:00Z	2019-08-10T14:57:18Z	222
Plot_38	Stand_24	19.483333333333334	16.366666666666667	0.2881	16.892	2019-08-10T15:00:00Z	2019-08-10T14:57:18Z	222
Plot_39	Stand_24	20.333333333333332	16.616666666666667	0.2881	16.892	2019-08-10T15:02:00Z	2019-08-10T14:57:18Z	222
Plot_40	Stand_24	23.183333333333334	16.816666666666666	0.2881	16.892	2019-08-10T15:05:00Z	2019-08-10T14:57:18Z	222
Plot_41	Stand_24	16.9	16.45	0.2881	16.892	2019-08-10T15:08:00Z	2019-08-10T14:57:18Z	222
Plot_42	Stand_24	18.35	16.366666666666667	0.2881	16.892	2019-08-10T15:11:00Z	2019-08-10T14:57:18Z	222
Plot_81	Stand_24	18.75	16.2	0.2881	16.892	2019-08-10T14:53:00Z	2019-08-10T14:57:18Z	222
Plot_1	Stand_3	13.066666666666666	17.016666666666666	0.2441	16.915	2019-08-10T11:19:00Z	2019-08-10T10:51:17Z	222
Plot_2	Stand_3	10.566666666666666	17.183333333333334	0.2483	17.296	2019-08-10T11:23:00Z	2019-08-10T11:51:17Z	222
Plot_3	Stand_3	12.083333333333334	17.03333333333333	0.2483	17.296	2019-08-10T11:27:00Z	2019-08-10T11:51:17Z	222
Plot_4	Stand_3	12.4	16.983333333333334	0.2483	17.296	2019-08-10T11:31:00Z	2019-08-10T11:51:17Z	222
Plot_5	Stand_3	12.55	16.883333333333333	0.2483	17.296	2019-08-10T11:35:00Z	2019-08-10T11:51:17Z	222
Plot_6	Stand_3	11.666666666666666	17.266666666666666	0.2483	17.296	2019-08-10T11:39:00Z	2019-08-10T11:51:17Z	222
Plot_75	Stand_3	10.833333333333334	16.866666666666667	0.2441	16.915	2019-08-10T11:16:00Z	2019-08-10T10:51:17Z	222
Plot_43	Stand_31	10.933333333333334	16.066666666666666	0.2564	15.939	2019-08-10T08:28:00Z	2019-08-10T08:52:24Z	222
Plot_44	Stand_31	13.05	16.05	0.2564	15.939	2019-08-10T08:33:00Z	2019-08-10T08:52:24Z	222
Plot_45	Stand_31	12.066666666666666	16.05	0.2564	15.939	2019-08-10T08:37:00Z	2019-08-10T08:52:24Z	222
Plot_46	Stand_31	14.6	16.383333333333333	0.2564	15.939	2019-08-10T08:41:00Z	2019-08-10T08:52:24Z	222
Plot_47	Stand_31	12.8	16.316666666666666	0.2564	15.939	2019-08-10T08:46:00Z	2019-08-10T08:52:24Z	222
Plot_48	Stand_31	8.866666666666667	15.95	0.2564	15.939	2019-08-10T08:51:00Z	2019-08-10T08:52:24Z	222
Plot_82	Stand_31	11.6	NA	0.2596	16.034	2019-08-10T08:22:00Z	2019-08-10T07:52:24Z	222
Plot_49	Stand_41	8.066666666666666	16.2	0.2195	16.939	2019-08-09T12:24:00Z	2019-08-09T12:35:26Z	221
Plot_50	Stand_41	6.516666666666667	16.3	0.2195	16.939	2019-08-09T12:29:00Z	2019-08-09T12:35:26Z	221
Plot_51	Stand_41	5.85	16.266666666666666	0.2195	16.939	2019-08-09T12:33:00Z	2019-08-09T12:35:26Z	221
Plot_52	Stand_41	9.583333333333334	15.966666666666667	0.2195	16.939	2019-08-09T12:37:00Z	2019-08-09T12:35:26Z	221
Plot_53	Stand_41	12.883333333333333	16.116666666666667	0.2195	16.939	2019-08-09T12:41:00Z	2019-08-09T12:35:26Z	221
Plot_54	Stand_41	11.8	16.46666666666667	0.2195	16.939	2019-08-09T12:46:00Z	2019-08-09T12:35:26Z	221
Plot_83	Stand_41	7.666666666666666	16.333333333333332	0.2195	16.939	2019-08-09T12:19:00Z	2019-08-09T12:35:26Z	221
Plot_55	Stand_50	7.583333333333333	16.266666666666666	0.2249	16.534	2019-08-10T10:15:00Z	2019-08-10T10:15:23Z	222
Plot_56	Stand_50	11.65	16.683333333333334	0.2249	16.534	2019-08-10T10:20:00Z	2019-08-10T10:15:23Z	222
Plot_57	Stand_50	12.966666666666667	16.766666666666666	0.2249	16.534	2019-08-10T10:23:00Z	2019-08-10T10:15:23Z	222
Plot_58	Stand_50	11.983333333333334	16.683333333333334	0.2249	16.534	2019-08-10T10:27:00Z	2019-08-10T10:15:23Z	222
Plot_59	Stand_50	12.15	16.316666666666666	0.2249	16.534	2019-08-10T10:07:00Z	2019-08-10T10:15:23Z	222
Plot_60	Stand_50	8.233333333333333	16.683333333333334	0.2249	16.534	2019-08-10T10:12:00Z	2019-08-10T10:15:23Z	222
Plot_84	Stand_50	8.866666666666667	16.166666666666668	0.2249	16.534	2019-08-10T10:01:00Z	2019-08-10T10:15:23Z	222
Plot_61	Stand_58	13.6	17.616666666666667	0.1312	19.222	2019-08-09T16:05:00Z	2019-08-09T16:25:10Z	221
Plot_62	Stand_58	13.2	17.833333333333332	0.1312	19.222	2019-08-09T16:10:00Z	2019-08-09T16:25:10Z	221
Plot_63	Stand_58	10.833333333333334	17.8	0.1312	19.222	2019-08-09T16:14:00Z	2019-08-09T16:25:10Z	221
Plot_64	Stand_58	11.9	18.016666666666666	0.1312	19.222	2019-08-09T16:18:00Z	2019-08-09T16:25:10Z	221
Plot_65	Stand_58	8.15	18.283333333333335	0.1312	19.222	2019-08-09T16:21:00Z	2019-08-09T16:25:10Z	221
Plot_66	Stand_58	11.066666666666666	18.516666666666666	0.1312	19.222	2019-08-09T16:25:00Z	2019-08-09T16:25:10Z	221
Plot_85	Stand_58	8.3	18.366666666666667	0.1312	19.222	2019-08-09T16:01:00Z	2019-08-09T16:25:10Z	221
Plot_10	Stand_6	15.75	16.933333333333334	0.3187	17.962	2019-08-10T16:20:00Z	2019-08-10T16:29:37Z	222
Plot_11	Stand_6	15.083333333333332	17.216666666666665	0.3187	17.962	2019-08-10T16:23:00Z	2019-08-10T16:29:37Z	222
Plot_12	Stand_6	27.016666666666666	17.116666666666667	0.3187	17.962	2019-08-10T16:26:00Z	2019-08-10T16:29:37Z	222
Plot_7	Stand_6	20.9	17.183333333333334	0.3187	17.962	2019-08-10T16:10:00Z	2019-08-10T16:29:37Z	222
Plot_76	Stand_6	19.916666666666668	17.133333333333333	0.3187	17.962	2019-08-10T16:07:00Z	2019-08-10T16:29:37Z	222
Plot_8	Stand_6	21.633333333333333	16.9	0.3187	17.962	2019-08-10T16:13:00Z	2019-08-10T16:29:37Z	222
Plot_9	Stand_6	18.116666666666667	17.15	0.3187	17.962	2019-08-10T16:17:00Z	2019-08-10T16:29:37Z	222
Plot_13	Stand_7	10.333333333333334	16.3	0.1958	17.153	2019-08-10T17:15:00Z	2019-08-10T17:44:44Z	222
Plot_14	Stand_7	7.483333333333333	16.433333333333334	0.1958	17.153	2019-08-10T17:19:00Z	2019-08-10T17:44:44Z	222
Plot_15	Stand_7	7.966666666666667	16.516666666666666	0.1958	17.153	2019-08-10T17:23:00Z	2019-08-10T17:44:44Z	222
Plot_16	Stand_7	8.066666666666666	16.3	0.1958	17.153	2019-08-10T17:26:00Z	2019-08-10T17:44:44Z	222
Plot_17	Stand_7	9.133333333333333	16.25	0.1958	17.153	2019-08-10T17:29:00Z	2019-08-10T17:44:44Z	222
Plot_18	Stand_7	5.416666666666666	16.533333333333335	0.1958	17.153	2019-08-10T17:32:00Z	2019-08-10T17:44:44Z	222
Plot_77	Stand_7	8.3	16.6	0.1958	17.201	2019-08-10T17:11:00Z	2019-08-10T16:44:44Z	222
Plot_19	Stand_9	14.683333333333332	17.566666666666666	0.2487	18.152	2019-08-09T17:40:00Z	2019-08-09T17:28:44Z	221
Plot_20	Stand_9	17.316666666666666	17.483333333333334	0.2487	18.152	2019-08-09T17:45:00Z	2019-08-09T17:28:44Z	221
Plot_21	Stand_9	14.35	17.65	0.2487	18.152	2019-08-09T17:26:00Z	2019-08-09T17:28:44Z	221
Plot_22	Stand_9	14.6	17.683333333333334	0.2487	18.152	2019-08-09T17:29:00Z	2019-08-09T17:28:44Z	221
Plot_23	Stand_9	13.2	17.65	0.2487	18.152	2019-08-09T17:33:00Z	2019-08-09T17:28:44Z	221
Plot_24	Stand_9	12.566666666666666	18.116666666666667	0.2487	18.152	2019-08-09T17:37:00Z	2019-08-09T17:28:44Z	221
Plot_78	Stand_9	14.516666666666667	17.583333333333332	0.2487	18.152	2019-08-09T17:22:00Z	2019-08-09T17:28:44Z	221
Plot_67	Stand_100	13.616666666666667	13.65	0.2425	13.642	2019-09-14T09:31:00Z	2019-09-14T09:30:03Z	257
Plot_68	Stand_100	14.95	13.866666666666667	0.2425	13.642	2019-09-14T09:33:00Z	2019-09-14T09:30:03Z	257
Plot_69	Stand_100	15.333333333333334	13.783333333333333	0.2425	13.642	2019-09-14T09:36:00Z	2019-09-14T09:30:03Z	257
Plot_70	Stand_100	20.733333333333334	13.883333333333333	0.2425	13.642	2019-09-14T09:39:00Z	2019-09-14T09:30:03Z	257
Plot_71	Stand_100	20.066666666666666	13.883333333333333	0.2425	13.642	2019-09-14T09:42:00Z	2019-09-14T09:30:03Z	257
Plot_72	Stand_100	19.433333333333334	13.816666666666666	0.2425	13.642	2019-09-14T09:45:00Z	2019-09-14T09:30:03Z	257
Plot_86	Stand_100	17.933333333333334	13.6	0.2425	13.642	2019-09-14T09:29:00Z	2019-09-14T09:30:03Z	257
Plot_25	Stand_20	19.016666666666666	17.8	0.255	17.486	2019-09-14T16:25:00Z	2019-09-14T16:23:34Z	257
Plot_26	Stand_20	16.483333333333334	16.433333333333334	0.255	17.486	2019-09-14T16:30:00Z	2019-09-14T16:23:34Z	257
Plot_27	Stand_20	16.066666666666666	16.78333333333333	0.255	17.486	2019-09-14T16:37:00Z	2019-09-14T16:23:34Z	257
Plot_28	Stand_20	16.483333333333334	16.25	0.255	17.486	2019-09-14T16:42:00Z	2019-09-14T16:23:34Z	257
Plot_29	Stand_20	15.4	16.71666666666667	0.255	17.486	2019-09-14T16:46:00Z	2019-09-14T16:23:34Z	257
Plot_30	Stand_20	14.833333333333334	16.416666666666668	0.255	17.486	2019-09-14T16:48:00Z	2019-09-14T16:23:34Z	257
Plot_79	Stand_20	17.95	16.816666666666666	0.255	17.486	2019-09-14T16:50:00Z	2019-09-14T16:23:34Z	257
Plot_31	Stand_22	24.166666666666668	14.216666666666667	0.2796	13.064	2019-09-14T07:55:00Z	2019-09-14T07:41:56Z	257
Plot_32	Stand_22	31.616666666666667	14.116666666666667	0.2796	13.064	2019-09-14T08:00:00Z	2019-09-14T07:41:56Z	257
Plot_33	Stand_22	26.25	13.916666666666666	0.2796	13.064	2019-09-14T08:03:00Z	2019-09-14T07:41:56Z	257
Plot_34	Stand_22	26.4	13.716666666666667	0.2796	13.064	2019-09-14T08:05:00Z	2019-09-14T07:41:56Z	257
Plot_35	Stand_22	28.96666666666667	13.983333333333334	0.2796	13.064	2019-09-14T08:08:00Z	2019-09-14T07:41:56Z	257
Plot_36	Stand_22	27.53333333333333	14.05	0.2796	13.016	2019-09-14T08:12:00Z	2019-09-14T08:41:56Z	257
Plot_80	Stand_22	24.733333333333334	14.066666666666666	0.2796	13.064	2019-09-14T07:50:00Z	2019-09-14T07:41:56Z	257
Plot_37	Stand_24	21.316666666666666	14.366666666666667	0.2994	14.433	2019-09-14T11:57:00Z	2019-09-14T11:57:18Z	257
Plot_38	Stand_24	22.516666666666666	14.55	0.2994	14.433	2019-09-14T11:59:00Z	2019-09-14T11:57:18Z	257
Plot_39	Stand_24	25.083333333333332	14.566666666666666	0.2994	14.433	2019-09-14T12:02:00Z	2019-09-14T11:57:18Z	257
Plot_40	Stand_24	29.883333333333333	14.666666666666666	0.2994	14.433	2019-09-14T12:04:00Z	2019-09-14T11:57:18Z	257
Plot_41	Stand_24	22.616666666666667	14.416666666666666	0.2994	14.433	2019-09-14T12:06:00Z	2019-09-14T11:57:18Z	257
Plot_42	Stand_24	25.633333333333333	14.383333333333333	0.2994	14.433	2019-09-14T12:07:00Z	2019-09-14T11:57:18Z	257
Plot_81	Stand_24	22.616666666666667	14.3	0.2994	14.433	2019-09-14T11:55:00Z	2019-09-14T11:57:18Z	257
Plot_1	Stand_3	16.233333333333334	16.46666666666667	0.2708	16.963	2019-09-14T15:47:00Z	2019-09-14T15:51:17Z	257
Plot_2	Stand_3	16.566666666666666	16.983333333333334	0.2708	16.963	2019-09-14T15:48:00Z	2019-09-14T15:51:17Z	257
