"Plot Title: Site 3"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20468803, SEN S/N: 20462385)","Water Content, m³/m³ (LGR S/N: 20468803, SEN S/N: 20471697)"
1,05/29/19 02:51:17 PM,34.281,-0.2419
2,05/29/19 03:51:17 PM,15.581,0.2592
3,05/29/19 04:51:17 PM,15.557,0.2600
4,05/29/19 05:51:17 PM,15.652,0.2607
5,05/29/19 06:51:17 PM,15.629,0.2607
6,05/29/19 07:51:17 PM,15.438,0.2607
7,05/29/19 08:51:17 PM,15.199,0.2611
8,05/29/19 09:51:17 PM,14.912,0.2607
9,05/29/19 10:51:17 PM,14.625,0.2604
10,05/29/19 11:51:17 PM,14.385,0.2604
11,05/30/19 12:51:17 AM,14.170,0.2604
12,05/30/19 01:51:17 AM,13.954,0.2600
13,05/30/19 02:51:17 AM,13.762,0.2600
14,05/30/19 03:51:17 AM,13.570,0.2600
15,05/30/19 04:51:17 AM,13.401,0.2600
16,05/30/19 05:51:17 AM,13.233,0.2600
17,05/30/19 06:51:17 AM,13.064,0.2604
18,05/30/19 07:51:17 AM,12.968,0.2600
19,05/30/19 08:51:17 AM,12.992,0.2596
20,05/30/19 09:51:17 AM,13.137,0.2596
21,05/30/19 10:51:17 AM,13.401,0.2592
22,05/30/19 11:51:17 AM,13.858,0.2585
23,05/30/19 12:51:17 PM,14.337,0.2589
24,05/30/19 01:51:17 PM,14.816,0.2596
25,05/30/19 02:51:17 PM,15.342,0.2596
26,05/30/19 03:51:17 PM,15.485,0.2600
27,05/30/19 04:51:17 PM,15.485,0.2596
28,05/30/19 05:51:17 PM,15.533,0.2592
29,05/30/19 06:51:17 PM,15.485,0.2589
30,05/30/19 07:51:17 PM,15.294,0.2589
31,05/30/19 08:51:17 PM,15.055,0.2585
32,05/30/19 09:51:17 PM,14.721,0.2585
33,05/30/19 10:51:17 PM,14.433,0.2585
34,05/30/19 11:51:17 PM,14.170,0.2585
35,05/31/19 12:51:17 AM,13.906,0.2582
36,05/31/19 01:51:17 AM,13.618,0.2589
37,05/31/19 02:51:17 AM,13.377,0.2589
38,05/31/19 03:51:17 AM,13.137,0.2592
39,05/31/19 04:51:17 AM,12.920,0.2592
40,05/31/19 05:51:17 AM,12.751,0.2596
41,05/31/19 06:51:17 AM,12.558,0.2596
42,05/31/19 07:51:17 AM,12.437,0.2596
43,05/31/19 08:51:17 AM,12.485,0.2592
44,05/31/19 09:51:17 AM,12.678,0.2592
45,05/31/19 10:51:17 AM,13.112,0.2589
46,05/31/19 11:51:17 AM,13.834,0.2585
47,05/31/19 12:51:17 PM,14.337,0.2582
48,05/31/19 01:51:17 PM,14.864,0.2575
49,05/31/19 02:51:17 PM,15.294,0.2567
50,05/31/19 03:51:17 PM,15.652,0.2571
51,05/31/19 04:51:17 PM,15.986,0.2564
52,05/31/19 05:51:17 PM,16.296,0.2567
53,05/31/19 06:51:17 PM,16.392,0.2564
54,05/31/19 07:51:17 PM,16.296,0.2560
55,05/31/19 08:51:17 PM,16.034,0.2560
56,05/31/19 09:51:17 PM,15.819,0.2770
