"Plot Title: Site 9"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20468809, SEN S/N: 20462392)","Water Content, m³/m³ (LGR S/N: 20468809, SEN S/N: 20471695)"
1,05/30/19 04:28:44 PM,23.232,-0.2565
2,05/30/19 05:28:44 PM,14.553,0.2532
3,05/30/19 06:28:44 PM,14.481,0.2534
4,05/30/19 07:28:44 PM,14.433,0.2534
5,05/30/19 08:28:44 PM,14.314,0.2534
6,05/30/19 09:28:44 PM,14.074,0.2534
7,05/30/19 10:28:44 PM,13.786,0.2534
8,05/30/19 11:28:44 PM,13.497,0.2538
9,05/31/19 12:28:44 AM,13.185,0.2538
10,05/31/19 01:28:44 AM,12.871,0.2542
11,05/31/19 02:28:44 AM,12.582,0.2542
12,05/31/19 03:28:44 AM,12.292,0.2546
13,05/31/19 04:28:44 AM,12.074,0.2546
14,05/31/19 05:28:44 AM,11.929,0.2546
15,05/31/19 06:28:44 AM,11.856,0.2546
16,05/31/19 07:28:44 AM,11.783,0.2546
17,05/31/19 08:28:44 AM,11.783,0.2546
18,05/31/19 09:28:44 AM,11.904,0.2546
19,05/31/19 10:28:44 AM,12.268,0.2538
20,05/31/19 11:28:44 AM,12.944,0.2532
21,05/31/19 12:28:44 PM,13.497,0.2528
22,05/31/19 01:28:44 PM,13.954,0.2524
23,05/31/19 02:28:44 PM,14.337,0.2524
24,05/31/19 03:28:44 PM,14.816,0.2516
25,05/31/19 04:28:44 PM,15.390,0.2512
26,05/31/19 05:28:44 PM,15.533,0.2509
27,05/31/19 06:28:44 PM,15.557,0.2505
28,05/31/19 07:28:44 PM,15.485,0.2505
29,05/31/19 08:28:44 PM,15.294,0.2505
30,05/31/19 09:28:44 PM,15.079,0.2502
31,05/31/19 10:28:44 PM,14.864,0.2505
32,05/31/19 11:28:44 PM,14.673,0.2505
33,06/01/19 12:28:44 AM,14.529,0.2516
34,06/01/19 01:28:44 AM,14.385,0.2520
35,06/01/19 02:28:44 AM,14.242,0.2524
36,06/01/19 03:28:44 AM,14.074,0.2528
37,06/01/19 04:28:44 AM,13.906,0.2532
38,06/01/19 05:28:44 AM,13.762,0.2582
39,06/01/19 06:28:44 AM,13.618,0.2600
40,06/01/19 07:28:44 AM,13.473,0.2604
41,06/01/19 08:28:44 AM,13.377,0.2607
42,06/01/19 09:28:44 AM,13.305,0.2607
43,06/01/19 10:28:44 AM,13.329,0.2604
44,06/01/19 11:28:44 AM,13.522,0.2600
45,06/01/19 12:28:44 PM,13.570,0.2600
46,06/01/19 01:28:44 PM,13.425,0.2653
47,06/01/19 02:28:44 PM,13.449,0.2664
48,06/01/19 03:28:44 PM,13.594,0.2664
49,06/01/19 04:28:44 PM,13.666,0.2660
50,06/01/19 05:28:44 PM,13.618,0.2653
51,06/01/19 06:28:44 PM,13.594,0.2646
52,06/01/19 07:28:44 PM,13.546,0.2639
53,06/01/19 08:28:44 PM,13.449,0.2635
54,06/01/19 09:28:44 PM,13.353,0.2628
55,06/01/19 10:28:44 PM,13.137,0.2628
