Compound	Type	Source	3-1_R	3-2_R	3-3_R	6-1_R	6-2_R	6-3_R	7-1_R	7-2_R	7-3_R	9-1_R	9-2_R	9-3_R	20-1_R	20-2_R	20-3_R	22-1_R	22-2_R	22-3_R	24-1_R	24-2_R	24-3_R	31-1_R	31-2_R	31-3_R	41-1_R	41-2_R	41-3_R	50-1_R	50-2_R	50-3_R	58-1_R	58-2_R	58-3_R	100-1_R	100-2_R	100-3_R	MS-1_S	MS-2_S	MS-3_S	MS-4_S	MS-5_S	MS-6_S	MS-7_S	MS-8_S	MS-9_S	MS-10_S	MS-11_S	MS-12_S	MS-13_S	MS-14_S	MS-15_S	MS-16_S	MS-17_S	MS-18_S	MS-19_S	MS-20_S	MS-21_S	MS-22_S	MS-23_S	MS-24_S	MS-25_S	MS-26_S	MS-27_S	MS-28_S	MS-29_S	MS-30_S	MS-31_S	MS-32_S	MS-33_S	MS-34_S	MS-35_S	MS-36_S	MS-37_S	MS-38_S	MS-39_S	MS-40_S	MS-41_S	MS-42_S	MS-43_S	MS-44_S	MS-45_S	MS-46_S	MS-47_S	MS-48_S	MS-49_S	MS-50_S	MS-51_S	MS-52_S	MS-53_S	MS-54_S	MS-55_S	MS-56_S	MS-57_S	MS-58_S	MS-59_S	MS-60_S	MS-61_S	MS-62_S	MS-63_S	MS-64_S	MS-65_S	MS-66_S	MS-67_S	MS-68_S	MS-69_S	MS-70_S	MS-71_S	MS-72_S
"9,12-Octadecadienoic acid (Z,Z)-, ME ? (C18:2n6c Linoleic acid ME))"	FAME	Lipid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036216732	0	0	0	0	0	0	0.030559918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"9-Hexadecenoic acid, methyl ester, (Z)-"	FAME	Lipid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002604517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hexadecanoic acid, methyl ester (Palmitic acid-C16)"	FAME	Lipid	0	0	0	0	0	0	0	0.069868341	0	0.05912054	0.094785482	0.045861013	0	0.043958298	0	0	0.034092338	0.037854116	0.043323443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048839006	0	0.000606974	0.000836617	0.068696639	0.04827821	0	0	0	0.153199625	0.102826676	0.00432638	0.095597068	0.096053968	0.195069852	0	0.069151785	0	0.060736338	0.096026937	0	0	0	0	0.031787949	0.000872553	0	0.00038916	0.000286137	0.003560842	0	0	0	0.002994708	0.001780558	0.000689152	0	0	0	0	0	0	0	0	0	0.01746798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Isocrotonic acid	FAME	Lipid	0	0	0	0	0.001017034	0	0	0	0	0	0.001639801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000283179	0	0	0.000693536	0.002107984	0.000889757	0	0	0	0	0.001101465	0.001462991	0.001578743	0	0	0.003970543	0.001131743	0.006683864	0.007226048	0	0.001661008	0.002942187	0.004936719	0.00465299	0.004927646	0	0	0.002849244	0.000788928	0	0.00346289	0.000857754	0	0	0.001656292	0.002490803	0.001155432	0.00200382	0.003297296	0.00097722	0.001644182	0.000679106	0.002944529	0.00189787	0.000810088	0.001483189	0.00201505	0.001800269	0.003391064	0.001948729	0	0.001031547	0.001079212	0.00096226	0.001549541	0.003545452	0.002780095	0.005198328	0.003131402	0	0	0	0	0	0.00224065	0	0.002039727	0.001388551	0	0	0.001945078	0	0.007591761	0.002212853	0.006654643	0.001295086	0	0	0.002885509	0.003797274	0.005379783	0	0
C14_alkene_#3	other	Lipid	0.006191316	0.005067902	0.010275758	0.003202609	0.004576652	0	0.007270628	0.007796284	0	0.005783841	0	0.006755203	0.003596502	0	0.005128822	0	0.005338765	0.003408218	0.003725115	0.003888139	0.004472678	0.012025812	0.005174665	0	0	0.004811417	0.004948046	0	0	0	0	0	0.007319207	0.0026296	0.00442276	0.004954491	0	0.005482664	0.004608973	0.007710046	0.009544574	0.007411951	0.001799963	0	0	0	0	0.003363745	0	0	0.004227278	0.008987711	0.008660573	0	0	0.006595981	0	0.00826822	0.00775477	0	0	0	0.009382965	0.009565781	0	0.003133451	0	0	0	0	0	0	0.001988869	0	0	0	0	0	0.006411026	0	0.004383786	0.012528718	0.007506796	0.010969632	0.015312341	0.015134724	0	0.00359768	0.009521861	0.011410081	0.013792653	0.013586041	0.009057039	0.012736903	0.01308364	0	0	0	0.008440174	0	0.007660474	0	0	0.0071345	0.00748471	0.006350447	0.004792155	0.00596018
"1H-Pyrazole, 4,5-dihydro-1,5-dimethyl-"	Aliphatic	N-Bearing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000560389	0	0.000201417	0.000293427	0.000251796	0.000388404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000940503	0.000447082	0.00131575	0.000533705	0.000501397	0.001244915	0	0	0	0	0.000754898	0.000482406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00021552	0	0.000472151
"1-Propanol, 2-(dimethylamino)-2-methyl-"	Aliphatic	N-Bearing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000722019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2-Propenenitrile, 2-methyl-"	Aliphatic	N-Bearing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000863982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000951011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Acetamide, N-hydroxy"	Aliphatic	N-Bearing	0.007599767	0.007197889	0.007274248	0.009764052	0.011149233	0	0.009108862	0.007696878	0.006890214	0.008219892	0.007739365	0.011006643	0.007389687	0.00842534	0.006689046	0.007302509	0.007149921	0.005604026	0.007637071	0.007665539	0.01202714	0.006454007	0	0.007526559	0.011553536	0.009806375	0.007370645	0.009112626	0.00758456	0.008677867	0.009520033	0.009193299	0.009044873	0.011179172	0.011906394	0.012022339	0.004001758	0.004756046	0	0	0.002641938	0.002611715	0.004859901	0.006745416	0.008941302	0.009711046	0.007731793	0.005941003	0.004506208	0.006310845	0.007575946	0	0	0	0	0	0	0	0	0	0.004233139	0	0.006043266	0.005797443	0	0	0.005845305	0.004984089	0.008197524	0.004654037	0.004003298	0.005948539	0	0.008165326	0	0.010488254	0.009609129	0.007622017	0.00494461	0.005439714	0	0	0	0.004278934	0	0	0.006909623	0.004593264	0	0	0.0043861	0.003096015	0	0	0	0.003067238	0	0.005193319	0	0	0.004930637	0.005448403	0	0	0	0.008785334	0	0.010142507
Hexanedinitrile	Aliphatic	N-Bearing	0	0	0	0.001219856	0.000448766	0	0	0.001354764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001913599	0	0	0	0	0	0	0	0	0	0	0	0.000789011	0	0	0	0	0	0.000424791	0	0.000247689	0.001217374	0	0.002177964	0	0	0	0.000158136	0	0.000563066	0	0	0	0	0	0	0.000773008	0	0.000774492	0	0	0	0.003139388	0.000356585	0.000357246	0.000414575	0.002572611	0.00298117	0	0.001240416	0.002170176	0	0.003016649	0.001343846	0.000586566	0.000738247	0.000777205	0.000795619	0	0	0.001402147	0	0	0	0	0	0	0	0.000744755	0.001219362	0	0	0	0.000909822	0	0	0.001383964	0.000679542	0.000917317	0	0	0	0	0.002229603
N-Butyl-tert-butylamine	Aliphatic	N-Bearing	0.022740617	0.026808465	0.024012079	0.017835669	0.015001248	0.020722087	0.012977385	0.013079013	0.015216526	0.018519687	0.014286147	0.018344405	0.023742531	0.020704996	0.022739438	0.019217128	0.015507279	0.016434883	0.013896199	0.017841143	0.015136197	0.018727455	0.020958322	0.021711228	0.01669004	0.015601051	0.015084111	0.026571979	0.026918062	0.028106452	0.025997013	0.023736072	0.028711522	0.016182155	0.014967268	0.015395312	0.01184326	0.014383737	0.014838172	0.010591579	0.013744187	0.00673484	0.003863921	0.010010397	0.006614114	0.003318523	0.004187484	0.003351645	0.006561156	0.006466454	0.008587177	0.002825682	0.00376608	0.004246851	0.009500605	0.004864536	0.00639165	0.009472862	0.007953219	0.009073277	0.013496964	0.011519778	0.014408418	0.013642108	0.010334486	0.012797858	0.002364393	0.002606854	0.000870788	0.00338331	0.002283849	0.002139266	0.009567145	0.009503904	0.005728083	0.004742751	0.001000644	0.004038429	0.008883331	0.013428322	0.011684273	0.013168871	0.010687352	0.011436425	0.008657704	0.006252435	0.007771035	0.009209155	0.012542335	0.006256585	0.007865981	0.013932066	0.010300736	0.011992408	0.011982323	0.004912569	0.01061972	0.01094165	0.007813525	0.004556162	0.004845991	0.006654691	0.005333676	0.004296554	0.005491926	0.007666602	0.004383268	0.002827078
"Propane, 2-nitro-"	Aliphatic	N-Bearing	0.000792254	0.001116407	0.000482007	0.000476486	0.00075769	0.001173736	0.000567932	0.000712884	0.000646244	0.00045302	0.00074288	0.000689155	0.000619554	0.000606816	0.000776792	0.000995949	0.000857043	0.001011688	0.000618906	0.000828075	0.001194532	0.000538608	0.00082535	0.000703806	0.000997086	0.00100948	0.000897048	0.000575205	0.000517777	0.000370654	0.000770757	0.00044638	0.000706631	0.000651332	0.001119174	0.000937714	0.000985048	0.002543164	0.001409918	0.002159851	0.000943767	0.000773842	0.003059938	0.002916937	0.003701726	0.005816148	0.003557993	0.002540958	0.002245765	0.002195828	0.002221393	0.002349061	0.002383773	0.002815328	0.001414009	0.002239885	0.002227393	0.002062492	0.001953958	0.00251518	0.000996321	0.001865271	0.001033716	0.001212028	0.001681051	0.001040376	0.004544889	0.004160161	0.004720753	0.005098791	0.004068925	0.002456705	0.004389228	0.003286953	0.003838406	0.003618041	0.005017937	0.003859249	0.000924691	0.001129906	0.00126274	0.001755849	0.001301292	0.002450662	0.002693013	0.001985453	0.002584236	0.003190395	0.002191686	0.002585366	0.001805188	0.001662742	0.00091302	0.001223387	0.001797349	0.000734392	0.002503667	0.002398441	0.002075774	0.002608923	0.002539384	0.001897894	0.002969458	0.002679401	0.002793037	0.002747473	0.002469677	0.004517496
"Pyridine, 2-ethyl"	Aliphatic	N-Bearing	0.000267019	0	0	0.000188772	0.000270785	0.000242789	0.000367647	0.000410405	0.000322358	0.000166677	0.000238517	0.000257813	0.000195279	0.000139201	0.000283828	0.000193842	0.000445094	0.000261342	0.000404041	0.000573377	0.00038045	0	0.000159691	0.000144018	0.001012913	0.000466721	0.000695926	0.000312612	0.000368936	0	0.000194062	0.000271016	0.000184468	0.000180701	0.000400476	0.000403077	0.000861917	0.000535055	0	0.001295392	0.000473411	0.0009008	0.001571968	0.001491615	0.00191891	0.002165773	0.002545334	0.001500375	0.001450206	0.001715167	0.001468772	0.000847705	0.001369612	0.00167011	0.00102246	0.001356299	0.000830084	0.001580635	0.001331134	0.001274358	0.001063806	0.000626938	0.000826973	0.000748232	0.000703831	0.000621409	0.003034304	0.002242165	0.002806934	0.00182667	0.002257597	0.002856955	0.001582522	0.002468933	0.002052071	0.001951303	0.002398603	0.002412031	0.000443561	0	0.000541424	0.000374947	0.000519833	0.000709914	0.001357635	0.002664687	0.001381925	0.001477538	0.001147412	0.001437463	0.001518823	0.000770361	0	0.000859188	0.000951537	0.000447617	0.000961825	0.00134392	0.000910599	0.001100285	0.00112791	0.001536007	0.001373138	0.002108641	0.001726034	0.001826165	0.001750036	0.002185885
"1,4-Benzenediamine"	Aromatic	N-Bearing	0.001122359	0.001033778	0.001031107	0.000696502	0.000591151	0	0.000843667	0.000924477	0.000626383	0.000851906	0.001031087	0.000707747	0.000996062	0.000969949	0	0.000897356	0.000718543	0.000614287	0.000669119	0.00075548	0.00072681	0.000724335	0	0	0.00077695	0.000975393	0.000692498	0.000650232	0.000957966	0.000941566	0.000972142	0	0.001065153	0	0	0.000512244	0.001927973	0.002212883	0	0.002203983	0.00174093	0.000954002	0.001319973	0.002320291	0.001782817	0.001781523	0.002066373	0.001633473	0.002216408	0.002109378	0.00210535	0.001555827	0.001749041	0.001845074	0.002319743	0.001951311	0.001701673	0.002737821	0.002167672	0.002794644	0.001950925	0.002400673	0.002465016	0.002355211	0.001727585	0.002218061	0	0.001782926	0.002360377	0.001953742	0.001199677	0.001202129	0.003291921	0.002439187	0.002465438	0.001815796	0.001809989	0.002370682	0.001587608	0.002269138	0.002253021	0.002487453	0.00217167	0.002100568	0.002782039	0.002473108	0.002290989	0	0.00327832	0.002188943	0.001957433	0.003296345	0.001814334	0.002515186	0.002775318	0.001521151	0.002983536	0.002715591	0.002565343	0.002552207	0.002560545	0.002814673	0.002855976	0.002806237	0.002228153	0.002434887	0.001352598	0.002040159
"1H-Pyrrole, 3-methyl-"	Aromatic	N-Bearing	0.001075411	0.003231705	0.002824951	0	0.00165268	0.00644859	0.00262017	0.00193132	0.003223581	0.002948904	0	0.001846835	0	0.001847523	0.002174355	0	0.001135227	0.001522247	0.002253753	0.002325501	0	0	0.003783626	0.003419518	0.003769647	0.00304155	0	0	0.002216782	0.002424182	0.004338938	0.002922725	0	0.004099479	0.004382308	0	0.003969355	0.005796431	0.006981525	0.011941486	0.003772016	0	0.011927757	0.015695109	0.017828167	0.021483069	0.011139256	0	0.009232588	0.009959031	0.010228356	0.014247565	0.010353193	0.009273087	0.00543736	0.007379253	0.004399448	0.007100083	0.007281546	0.014699827	0.002355834	0.008808226	0.004246189	0.004710422	0.004517702	0.008256115	0.003152524	0.018369541	0.024879645	0.019219742	0.018113281	0.023738948	0	0.014069942	0.018158613	0.016938395	0.021190116	0.018193604	0.002375352	0.002160343	0.004820418	0.00367631	0.005352226	0.009394206	0.018917863	0.011146402	0	0.015250542	0.009540278	0.011961626	0.006669772	0.004097667	0.001828966	0.011368642	0.00960348	0.004363957	0.012434879	0.009950558	0.009928464	0.01079489	0.009141781	0.012304141	0.015736236	0.013270169	0.017574163	0.016616455	0.01287176	0.020110142
1H-Pyrrole-2-carboxaldehyde	Aromatic	N-Bearing	0.000944836	0.00102827	0.000852782	0.000895689	0.00082634	0.000573723	0.000805256	0.001202815	0.000811243	0.000827688	0.000505605	0.000541656	0	0.000982691	0.000997548	0.000835527	0.003373721	0.000801537	0.000880482	0.00104463	0.001291349	0.000667069	0.000845752	0.000868449	0.001353908	0.00102259	0.000998751	0.001464585	0.000752122	0.001380729	0.000939188	0.000993727	0.000929777	0.00079832	0.001177155	0.000870535	0.001636346	0.001335987	0.000877066	0.000778793	0	0.000739986	0.004319912	0.004607434	0.008288056	0.005781216	0.005555943	0.004706823	0.002568685	0.002576208	0.002569522	0.001671578	0.002228617	0.001622393	0.002585701	0.001841378	0.001383474	0.002445787	0.002137141	0.002776013	0	0.001405862	0.00214695	0.00211969	0.00121183	0.001343159	0.003874977	0.00746938	0.009744528	0.006750736	0.007114057	0.006638624	0.005812298	0.006157459	0.009212175	0.005908112	0.008593769	0.00872466	0.001393701	0.001585288	0.001652216	0.001993621	0.001335492	0.001777703	0.002514963	0.002072534	0.003225712	0.001626875	0.002118015	0.001895935	0.001551447	0	0	0.001505087	0.00098678	0.002643311	0.001316511	0.001718553	0.003133243	0.001504857	0.001618857	0.001455588	0.003707094	0.004835605	0.000307548	0.000105457	0.003205673	0.004969245
"1H-Pyrrole-2-carboxaldehyde, 1-methyl-"	Aromatic	N-Bearing	0	0	0	0.000223922	0.000188151	0.000344853	0	0.000224374	0	0.000222236	0	0.000198318	0.000124051	0.000134264	0	0.000264027	0	0.000199374	0.000253401	0.000259619	0	0	0	0	0.000220136	0.000141589	0.000165697	0	0	0	0.000280109	0	0.000180005	0.00020902	0.000257545	0.000214135	0.000605934	0	0	0	0.001467574	0.000200715	0.00096838	0.002718055	0.002762685	0.001439191	0.003585362	0.002153765	0.000413925	0.001832738	0.001823532	0.001172828	0	0.000365834	0	0.000567529	0.001231292	0.001270349	0	0.001605989	0.000193865	0	0.000364186	0	0.000263694	0.000278138	0.002968627	0.003282205	0.004146607	0.002462033	0.000788847	0.001068253	0.002503231	0.001859136	0.003055962	0.002506882	0.003325671	0.003307928	0.00022784	0.000290636	0	0.000270693	0.000577972	0.000394829	0.002559476	0.001402008	0.000698293	0.001199227	0.000845364	0.001022081	0.001016778	0.000499005	0.000460899	0.000587547	0.001061669	0	0.001339462	0.000307238	0.001220007	0.000421587	0.001466494	0.001513892	0.002439873	0.000726134	0.002369374	0.002188107	0.001560312	0.003657714
"1H-Tetrazole, 1-methyl-"	Aromatic	N-Bearing	0.000713028	0.000791401	0.001055825	0.000686087	0.000858122	0.001161365	0.000738037	0.000694423	0.000861659	0.000668133	0.000765241	0.000686676	0.000677154	0.000732638	0.000687163	0.000820488	0.000769445	0.000677602	0.000735681	0.000684116	0.000736356	0.000554085	0.000600929	0.000759893	0.000863278	0.000700081	0.000609078	0.000614282	0.000726788	0.000644692	0.000695695	0.000715625	0.000718532	0.000768652	0.000800951	0.000636806	0	0.000389732	0.000509515	0.000739853	0.000407744	0	0.000452391	0	0.000570229	0.003720239	0	0.000750188	0.001570568	0.00043225	0.000575241	0	0.000475344	0	0.000487589	0.000454848	0.000211672	0.000675329	9.29656E-05	0.000473226	0.000732517	0	0.000548665	0.000396762	0.000480854	0.000306304	0.000296863	0.000425471	0.000419445	0	0.000559149	0.000251191	0.002417504	0.000137279	0.000770634	0	0.00164812	0.000807686	0.000378117	0.000573501	0.000401701	0.000486517	0.000282146	0	0	0	0.000522345	0.000441225	0.000521216	0	0.000418673	0	0	0	0	0	0.000150429	0.000410312	0.000720646	0.000379995	0.000313191	0.00125454	0.000720614	0.000377336	0.000122078	0.000616948	0.001108901	0.000421147
"1-Methyl-1H-1,2,4-triazole"	Aromatic	N-Bearing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000323754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2-(N-Methyl-N-ethylamino)phenol	Aromatic	N-Bearing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001228919	0.000544936	0	0.000976454	0	0	0	0	0	0	0	0	0	0	0	0	0.001509206	0	0	0	0	0	0.001339823	0.000479499	0.001818128	0.001113474	0	0	0.001414497	0	0.002435912	0.001020369	0	0.001915842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
