"Plot Title: Site 100"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20468807, SEN S/N: 20462383)","Water Content, m³/m³ (LGR S/N: 20468807, SEN S/N: 20488795)"
1,10/20/19 02:09:49 PM,9.262,0.2358
2,10/20/19 03:09:49 PM,9.460,0.2371
3,10/20/19 04:09:49 PM,9.632,0.2367
4,10/20/19 05:09:49 PM,9.706,0.2363
5,10/20/19 06:09:49 PM,9.731,0.2358
6,10/20/19 07:09:49 PM,9.657,0.2358
7,10/20/19 08:09:49 PM,9.583,0.2355
8,10/20/19 09:09:49 PM,9.485,0.2355
9,10/20/19 10:09:49 PM,9.386,0.2355
10,10/20/19 11:09:49 PM,9.336,0.2351
11,10/21/19 12:09:49 AM,9.287,0.2351
12,10/21/19 01:09:49 AM,9.213,0.2347
13,10/21/19 02:09:49 AM,9.114,0.2351
14,10/21/19 03:09:49 AM,8.990,0.2351
15,10/21/19 04:09:49 AM,8.866,0.2347
16,10/21/19 05:09:49 AM,8.767,0.2347
17,10/21/19 06:09:49 AM,8.717,0.2347
18,10/21/19 07:09:49 AM,8.668,0.2347
19,10/21/19 08:09:49 AM,8.643,0.2347
20,10/21/19 09:09:49 AM,8.593,0.2347
21,10/21/19 10:09:49 AM,8.593,0.2347
22,10/21/19 11:09:49 AM,8.643,0.2344
23,10/21/19 12:09:49 PM,8.717,0.2344
24,10/21/19 01:09:49 PM,8.841,0.2344
25,10/21/19 02:09:49 PM,9.015,0.2344
26,10/21/19 03:09:49 PM,9.213,0.2347
27,10/21/19 04:09:49 PM,9.386,0.2358
28,10/21/19 05:09:49 PM,9.534,0.2403
29,10/21/19 06:09:49 PM,9.706,0.2528
30,10/21/19 07:09:49 PM,9.903,0.2673
31,10/21/19 08:09:49 PM,9.977,0.2680
32,10/21/19 09:09:49 PM,10.051,0.2670
33,10/21/19 10:09:49 PM,10.100,0.2664
34,10/21/19 11:09:49 PM,10.124,0.2650
35,10/22/19 12:09:49 AM,10.075,0.2646
36,10/22/19 01:09:49 AM,9.928,0.2632
37,10/22/19 02:09:49 AM,9.780,0.2628
38,10/22/19 03:09:49 AM,9.583,0.2621
39,10/22/19 04:09:49 AM,9.410,0.2615
40,10/22/19 05:09:49 AM,9.238,0.2607
41,10/22/19 06:09:49 AM,9.089,0.2600
42,10/22/19 07:09:49 AM,8.990,0.2596
43,10/22/19 08:09:49 AM,8.916,0.2589
44,10/22/19 09:09:49 AM,8.817,0.2585
45,10/22/19 10:09:49 AM,8.792,0.2579
46,10/22/19 11:09:49 AM,8.792,0.2575
47,10/22/19 12:09:49 PM,8.767,0.2582
48,10/22/19 01:09:49 PM,8.742,0.2596
49,10/22/19 02:09:49 PM,8.742,0.2600
50,10/22/19 03:09:49 PM,8.742,0.2596
51,10/22/19 04:09:49 PM,8.693,0.2611
52,10/22/19 05:09:49 PM,8.593,0.2639
53,10/22/19 06:09:49 PM,8.519,0.2642
54,10/22/19 07:09:49 PM,8.419,0.2646
55,10/22/19 08:09:49 PM,8.295,0.2657
56,10/22/19 09:09:49 PM,8.170,0.2677
57,10/22/19 10:09:49 PM,8.045,0.2694
58,10/22/19 11:09:49 PM,7.945,0.2694
59,10/23/19 12:09:49 AM,7.845,0.2687
60,10/23/19 01:09:49 AM,7.745,0.2705
61,10/23/19 02:09:49 AM,7.645,0.2715
62,10/23/19 03:09:49 AM,7.544,0.2715
63,10/23/19 04:09:49 AM,7.469,0.2705
64,10/23/19 05:09:49 AM,7.393,0.2694
65,10/23/19 06:09:49 AM,7.343,0.2687
66,10/23/19 07:09:49 AM,7.318,0.2677
67,10/23/19 08:09:49 AM,7.268,0.2670
68,10/23/19 09:09:49 AM,7.192,0.2680
69,10/23/19 10:09:49 AM,7.167,0.2687
70,10/23/19 11:09:49 AM,7.192,0.2680
71,10/23/19 12:09:49 PM,7.242,0.2673
72,10/23/19 01:09:49 PM,7.343,0.2664
73,10/23/19 02:09:49 PM,7.469,0.2660
74,10/23/19 03:09:49 PM,7.670,0.2650
75,10/23/19 04:09:49 PM,7.795,0.2642
76,10/23/19 05:09:49 PM,7.795,0.2635
77,10/23/19 06:09:49 PM,7.745,0.2632
78,10/23/19 07:09:49 PM,7.645,0.2624
79,10/23/19 08:09:49 PM,7.519,0.2618
80,10/23/19 09:09:49 PM,7.393,0.2615
81,10/23/19 10:09:49 PM,7.318,0.2607
82,10/23/19 11:09:49 PM,7.268,0.2604
83,10/24/19 12:09:49 AM,7.217,0.2677
84,10/24/19 01:09:49 AM,7.091,0.2719
85,10/24/19 02:09:49 AM,7.041,0.2722
86,10/24/19 03:09:49 AM,6.990,0.2746
87,10/24/19 04:09:49 AM,6.940,0.2736
88,10/24/19 05:09:49 AM,6.914,0.2726
89,10/24/19 06:09:49 AM,6.914,0.2712
90,10/24/19 07:09:49 AM,6.889,0.2705
91,10/24/19 08:09:49 AM,6.788,0.2694
92,10/24/19 09:09:49 AM,6.687,0.2687
93,10/24/19 10:09:49 AM,6.661,0.2673
94,10/24/19 11:09:49 AM,6.687,0.2670
95,10/24/19 12:09:49 PM,6.813,0.2664
96,10/24/19 01:09:49 PM,6.990,0.2657
97,10/24/19 02:09:49 PM,7.142,0.2646
98,10/24/19 03:09:49 PM,7.318,0.2642
99,10/24/19 04:09:49 PM,7.469,0.2635
100,10/24/19 05:09:49 PM,7.494,0.2628
101,10/24/19 06:09:49 PM,7.494,0.2621
102,10/24/19 07:09:49 PM,7.393,0.2615
103,10/24/19 08:09:49 PM,7.242,0.2611
104,10/24/19 09:09:49 PM,7.142,0.2604
105,10/24/19 10:09:49 PM,7.015,0.2596
106,10/24/19 11:09:49 PM,6.864,0.2596
107,10/25/19 12:09:49 AM,6.712,0.2592
108,10/25/19 01:09:49 AM,6.560,0.2589
109,10/25/19 02:09:49 AM,6.484,0.2579
110,10/25/19 03:09:49 AM,6.408,0.2579
111,10/25/19 04:09:49 AM,6.306,0.2575
112,10/25/19 05:09:49 AM,6.179,0.2575
113,10/25/19 06:09:49 AM,6.128,0.2564
114,10/25/19 07:09:49 AM,6.077,0.2564
115,10/25/19 08:09:49 AM,6.026,0.2564
116,10/25/19 09:09:49 AM,6.000,0.2560
117,10/25/19 10:09:49 AM,6.000,0.2557
118,10/25/19 11:09:49 AM,6.128,0.2553
119,10/25/19 12:09:49 PM,6.281,0.2550
120,10/25/19 01:09:49 PM,6.433,0.2546
121,10/25/19 02:09:49 PM,6.509,0.2542
122,10/25/19 03:09:49 PM,6.712,0.2542
123,10/25/19 04:09:49 PM,6.788,0.2538
124,10/25/19 05:09:49 PM,6.763,0.2534
125,10/25/19 06:09:49 PM,6.687,0.2532
126,10/25/19 07:09:49 PM,6.560,0.2528
127,10/25/19 08:09:49 PM,6.408,0.2528
128,10/25/19 09:09:49 PM,6.255,0.2524
129,10/25/19 10:09:49 PM,6.077,0.2516
130,10/25/19 11:09:49 PM,5.898,0.2520
131,10/26/19 12:09:49 AM,5.693,0.2516
132,10/26/19 01:09:49 AM,5.514,0.2512
133,10/26/19 02:09:49 AM,5.360,0.2512
134,10/26/19 03:09:49 AM,5.231,0.2512
135,10/26/19 04:09:49 AM,5.102,0.2509
136,10/26/19 05:09:49 AM,4.999,0.2505
137,10/26/19 06:09:49 AM,4.895,0.2505
138,10/26/19 07:09:49 AM,4.818,0.2502
139,10/26/19 08:09:49 AM,4.740,0.2502
